銘柄コード,企業名,売上高,売上原価,売上総利益,営業利益,経常利益,特別損益収支,当期純利益,業種,市場
4041,日本曹達,"121,118","91,935","29,183","4,706","9,365",-58,"7,044",化学,東1
4042,東ソー,"687,131","567,615","119,516","23,737","24,773","-2,903","9,379",化学,東1
4043,トクヤマ,"282,381","203,764","78,617","13,720","11,524","3,291","9,351",化学,東1
4044,セントラル硝子,"167,479","126,689","40,790","5,823","6,967",333,"4,304",化学,東1
4045,東亞合成,"148,203","108,248","39,955","14,583","15,250",-733,"9,699",化学,東1
4046,ダイソー,"82,489","68,647","13,842","4,082","4,246",-722,"1,940",化学,東1
4047,関東電化工業,"35,236","29,087","6,149",-109,-219,-398,-652,化学,東1
4061,電気化学工業,"364,712","291,423","73,289","20,713","18,996","-1,657","11,330",化学,東1
4062,イビデン,"300,863","235,868","64,995","15,515","16,256",-998,"10,647",電気機器,東1
4063,信越化学工業,"1,047,731","798,594","249,137","149,632","165,237","-10,566","100,643",化学,東1
4064,日本カーバイド工業,"49,198","37,284","11,914","1,763","1,569",-650,495,化学,東1
4078,堺化学工業,"79,113","62,068","17,045","4,044","4,079","2,173","4,034",化学,東1
4080,田中化学研究所,"10,257","9,750",507,"-1,112","-1,177",-20,"-1,314",化学,JQ
4082,第一稀元素化学工業,"39,062","42,187","-3,125","-5,363","-5,315",-16,"-3,857",化学,東2
4088,エア・ウォーター,"492,679","380,536","112,143","31,672","33,601",-100,"17,167",化学,東1
4091,大陽日酸,"477,451","320,858","156,593","31,067","29,730","4,205","21,200",化学,東1
4093,東邦アセチレン,"35,549","25,892","9,657","1,380","1,494",-177,654,化学,東2
4094,日本化学産業,"20,761","16,621","4,140","1,973","2,129",147,"1,368",化学,東2
4095,日本パーカライジング,"84,758","53,938","30,820","11,411","12,901",-449,"6,314",化学,東1
4097,高圧ガス工業,"72,997","52,051","20,946","5,171","5,543",-157,"2,734",化学,東1
4098,チタン工業,"6,056","4,744","1,312",540,507,-1,501,化学,東1
4099,四国化成工業,"40,865","25,926","14,939","4,919","5,009",-99,"2,714",化学,東1
4100,戸田工業,"37,230","30,155","7,075","2,530","1,852",-262,616,化学,東1
4102,丸尾カルシウム,"9,124","7,258","1,866",214,283,-14,204,化学,大2
4107,伊勢化学工業,"13,498","9,917","3,581","2,334","2,347",-122,"1,302",化学,東2
4109,ステラ　ケミファ,"29,271","22,443","6,828","2,406","2,456",-491,943,化学,東1
4112,保土谷化学工業,"35,188","24,153","11,035","1,712","1,228",745,"1,623",化学,東1
4113,田岡化学工業,"17,305","14,302","3,003",642,604,-216,156,化学,大2
4114,日本触媒,"320,704","252,363","68,341","31,100","33,114",214,"21,257",化学,東1
4115,本州化学工業,"16,339","13,146","3,193","1,533","1,498",0,766,化学,東2
4116,大日精化工業,"156,025","131,399","24,626","8,517","8,529","-1,474","4,314",化学,東1
4117,川崎化成工業,"16,975","15,000","1,975",-148,-38,182,124,化学,東2
4118,カネカ,"469,289","359,546","109,743","13,151","12,658","-1,306","5,402",化学,東1
4119,日本ピグメント,"36,319","33,019","3,300",706,672,-30,423,化学,東2
4120,スガイ化学工業,"5,687","5,155",532,-361,-407,-136,-545,化学,大2
4151,協和発酵工業,"333,158","122,468","210,690","52,905","49,001","-3,976","24,199",医薬品,東1
4182,三菱ガス化学,"452,217","385,732","66,485","9,083","26,116",-632,"12,327",化学,東1
4183,三井化学,"1,454,024","1,261,201","192,823","21,564","22,884","-6,531","-1,007",化学,東1
4185,ＪＳＲ,"349,946","260,486","89,460","35,964","41,573",-329,"26,407",化学,東1
4186,東京応化工業,"80,006","55,041","24,965","6,072","6,836",-259,"3,818",化学,東1
4187,大阪有機化学工業,"21,995","17,720","4,275",965,"1,081",23,653,化学,東2
4188,三菱ケミカルホールディングス,"3,208,168","2,507,952","700,216","130,579","133,614","-6,140","35,486",化学,東1
4201,日本合成化学工業,"87,243","65,965","21,278","7,117","6,763","-1,487","3,154",化学,東1
4202,ダイセル化学工業,"341,942","271,200","70,742","20,426","21,094","-1,132","11,827",化学,東1
4203,住友ベークライト,"185,237","135,141","50,096","4,726","5,931","-2,242","2,525",化学,東1
4204,積水化学工業,"965,090","679,529","285,561","54,610","54,158","-4,918","28,116",化学,東1
4206,アイカ工業,"95,071","68,232","26,839","10,564","10,771",-233,"5,986",化学,東1
4208,宇部興産,"638,653","512,447","126,206","46,006","40,808","-3,213","22,969",化学,東1
4212,積水樹脂,"63,011","43,970","19,041","8,700","8,773",-65,"4,926",化学,東1
4215,タキロン,"68,181","45,493","22,688","4,236","4,344",-243,"1,950",化学,東1
4216,旭有機材工業,"34,062","23,932","10,130","1,160","1,143",-683,101,化学,東1
4217,日立化成工業,"473,069","368,983","104,086","24,495","27,799","2,273","16,427",化学,東1
4218,ニチバン,"38,260","27,531","10,729","1,591","1,571",-60,692,化学,東1
4220,リケンテクノス,"75,222","65,310","9,912","2,353","2,496",802,"1,964",化学,東1
4221,大倉工業,"85,909","74,249","11,660","2,517","2,389",-526,"1,577",化学,東1
4222,児玉化学工業,"17,219","15,163","2,056",190,71,-2,-86,化学,東2
4224,ロンシール工業,"18,101","12,336","5,765",627,603,-2,305,化学,東2
4228,積水化成品工業,"101,350","79,735","21,615","2,271","2,107",-849,744,化学,東1
4229,群栄化学工業,"24,070","20,157","3,913",959,"1,174",-49,"1,057",化学,東1
4231,タイガースポリマー,"27,116","22,137","4,979",819,895,23,433,化学,東1
4234,サンエー化研,"32,095","29,013","3,082",143,259,-446,-323,化学,JQ
4235,第一化成,"3,135","2,682",453,42,118,45,88,化学,JQ
4237,フジプレアム,"10,975","8,979","1,996",792,714,"-1,383",-462,化学,JQ
4238,ミライアル,"11,867","7,605","4,262","2,295","2,475",-96,"1,348",化学,JQ
4239,ポラテクノ,"21,397","12,077","9,320","4,321","4,251",11,"2,730",化学,JQ
4240,クラスターテクノロジー,"1,018",600,418,70,81,0,78,化学,HC
4241,アテクト,"2,495","1,551",944,-34,-143,-675,-587,化学,JQ
4242,タカギセイコー,"53,004","47,230","5,774",828,844,-57,-638,化学,JQ
4271,日本カーリット,"35,304","30,336","4,968","1,526","1,648",24,"1,028",化学,東1
4272,日本化薬,"147,109","84,680","62,429","19,398","19,916","-1,488","11,401",化学,東1
4274,細谷火工,"1,600","1,177",423,164,154,-13,74,化学,JQ
4281,デジタル・アドバタイジング・コンソーシアム,"82,785","71,003","11,782","2,234","2,295",503,"1,369",サービス業,HC
4282,イーピーエス,"35,202","23,552","11,650","5,174","5,091",-76,"2,207",サービス業,東1
4283,松下電工インフォメーションシステムズ,"36,373","29,240","7,133","4,254","4,293",-451,"2,227",情報・通信業,東1
4284,ソルクシーズ,"8,570","6,764","1,806",280,325,-9,184,情報・通信業,JQ
4286,レッグス,"9,761","7,247","2,514",325,378,0,190,サービス業,JQ
4287,ジャストプランニング,"1,543",762,781,422,428,-27,232,情報・通信業,JQ
4288,アズジェント,"4,009","2,591","1,418",212,218,-24,111,情報・通信業,JQ
4290,プレステージ・インターナショナル,"23,385","18,817","4,568","2,621","2,651",-32,"1,543",サービス業,HC
4291,ジェー・アイ・イー・シー,"12,124","9,684","2,440",835,853,-355,244,情報・通信業,東2
4293,セプテーニ・ホールディングス,"41,358","32,726","8,632","1,527","1,638",-327,677,サービス業,JQ
4295,フェイス,"33,415","27,290","6,125","1,576","1,758","6,851","6,665",情報・通信業,東1
4298,プロトコーポレーション,"30,582","13,285","17,297","5,846","6,002",-336,"3,275",情報・通信業,JQ
4299,ハイマックス,"8,856","7,077","1,779",677,681,-160,208,情報・通信業,東2
4301,アミューズ,"31,776","24,641","7,135","3,564","3,438",0,"1,930",サービス業,東1
4307,野村総合研究所,"335,554","235,516","100,038","43,152","44,686","11,518","32,920",情報・通信業,東1
4308,Ｊストリーム,"5,291","3,443","1,848",219,242,-63,159,情報・通信業,マザ
4310,ドリームインキュベータ,"6,526","3,609","2,917","1,100","1,104",-7,833,サービス業,東1
4312,サイバネットシステム,"13,613","7,852","5,761",631,698,38,300,情報・通信業,東1
4316,ビーマップ,"1,008",692,316,-54,-51,-17,-70,情報・通信業,HC
4317,レイ,"9,525","6,402","3,123",899,841,-159,368,サービス業,JQ
4318,クイック,"7,742","3,247","4,495",540,571,4,356,サービス業,JQ
4319,ＴＡＣ,"22,578","14,624","7,954",-606,-530,-207,-799,サービス業,東1
4323,日本システム技術,"9,027","7,008","2,019",284,327,-2,135,情報・通信業,東2
4324,電通,"1,893,055","1,560,249","332,806","51,977","62,843","-4,384","29,573",サービス業,東1
4326,インテージ,"36,658","25,875","10,783","2,885","2,859",-20,"1,325",情報・通信業,JQ
4331,テイクアンドギヴ・ニーズ,"47,983","22,183","25,800","2,212","1,588",-338,453,サービス業,東1
4333,東邦システムサイエンス,"8,378","7,003","1,375",459,466,7,164,情報・通信業,東2
4334,ユークス,"4,811","3,141","1,670",603,198,207,414,情報・通信業,HC
4335,アイ・ピー・エス,"1,238",803,435,41,41,-4,15,情報・通信業,JQ
4336,クリエアナブキ,"6,011","4,776","1,235",55,54,-2,23,サービス業,JQ
4337,ぴあ,"101,947","93,464","8,483",86,93,-11,87,サービス業,東1
4340,シンプレクス・テクノロジー,"15,974","10,055","5,919","1,993","2,025",-261,"1,057",情報・通信業,東1
4342,セコム上信越,"21,824","13,302","8,522","4,125","4,190",-46,"2,340",サービス業,東2
4343,イオンファンタジー,"42,447","36,425","6,022","3,616","3,631",-244,"1,684",サービス業,東1
4344,ソースネクスト,"5,287","2,297","2,990",300,266,-24,421,情報・通信業,マザ
4345,シーティーエス,"3,876","2,278","1,598",449,439,-5,262,サービス業,JQ
4346,ネクシィーズ,"7,540","4,342","3,198",301,307,438,412,サービス業,東1
4347,ブロードメディア,"12,485","7,994","4,491",803,800,-230,479,サービス業,HC
4348,インフォコム,"36,496","20,520","15,976","3,401","3,391",-161,"1,852",情報・通信業,JQ
4349,テスク,"1,051",770,281,27,34,-2,16,情報・通信業,名2
4350,メディカルシステムネットワーク,"25,410","16,451","8,959","1,357","1,314",-16,518,小売業,HC
4351,山田債権回収管理総合事務所,"2,268","1,129","1,139",570,511,-8,365,サービス業,JQ
4355,日本ロングライフ,"9,907","7,819","2,088",415,376,-13,219,サービス業,HC
4356,応用技術,"2,112","1,612",500,60,68,0,64,情報・通信業,JQ
4358,ティー・ワイ・オー,"24,153","19,472","4,681","1,448","1,093",-383,"1,120",情報・通信業,JQ
4361,川口化学工業,"6,829","5,801","1,028",143,133,7,82,化学,東2
4362,日本精化,"24,942","19,618","5,324","1,325","1,533",-20,883,化学,東1
4364,マナック,"9,366","7,546","1,820",225,369,-149,109,化学,東2
4365,松本油脂製薬,"27,038","21,903","5,135","1,320","1,604",-462,626,化学,JQ
4366,ダイトーケミックス,"11,462","10,153","1,309",156,126,39,169,化学,大2
4367,広栄化学工業,"19,712","16,256","3,456",284,384,0,159,化学,大2
4368,扶桑化学工業,"28,247","17,138","11,109","3,908","3,826",569,"2,508",化学,JQ
4369,トリケミカル研究所,"4,015","2,749","1,266",322,297,11,181,化学,HC
4401,ＡＤＥＫＡ,"170,817","134,959","35,858","8,342","8,628","-2,430","3,797",化学,東1
4403,日油,"152,364","113,111","39,253","11,162","12,060","-1,124","7,319",化学,東1
4404,ミヨシ油脂,"44,080","37,278","6,802",839,915,-288,350,食料品,東1
4406,新日本理化,"29,471","24,825","4,646",423,570,355,844,化学,大1
4409,東邦化学工業,"35,833","30,576","5,257","1,174",768,-172,161,化学,東2
4410,ハリマ化成,"71,535","57,370","14,165","3,114","2,159",326,"1,011",化学,東1
4452,花王,"1,216,095","525,011","691,084","108,590","110,026","-4,769","52,434",化学,東1
4461,第一工業製薬,"56,249","45,469","10,780","2,033","1,742",-869,165,化学,東1
4462,石原薬品,"15,523","11,784","3,739",679,736,-104,373,化学,大2
4463,日華化学,"31,021","20,861","10,160","1,043","1,103",-111,494,化学,名2
4464,ソフト９９コーポレーション,"21,298","14,055","7,243","1,908","2,120",-55,"1,142",化学,東2
4465,ニイタカ,"12,238","7,451","4,787",495,488,5,231,化学,東2
4471,三洋化成工業,"141,041","116,878","24,163","5,762","6,958",-247,"3,704",化学,東1
4502,武田薬品工業,"1,508,932","433,194","1,075,738","265,027","270,330","-17,853","124,162",医薬品,東1
4503,アステラス製薬,"969,387","318,633","650,754","131,519","135,107","-8,033","78,230",医薬品,東1
4506,大日本住友製薬,"350,395","98,857","251,538","20,402","18,872","-2,545","8,629",医薬品,東1
4507,塩野義製薬,"267,275","77,754","189,521","47,003","46,093","-4,599","27,101",医薬品,東1
4508,田辺三菱製薬,"407,156","152,284","254,872","69,043","68,759","-4,971","39,014",医薬品,東1
4512,わかもと製薬,"9,432","4,351","5,081",-499,-243,116,-222,医薬品,東1
4516,日本新薬,"67,304","32,704","34,600","6,012","6,193",0,"3,715",医薬品,東1
4517,ビオフェルミン製薬,"9,503","2,821","6,682","2,893","2,955",-51,"1,753",医薬品,大1
4519,中外製薬,"391,220","167,727","223,493","76,413","75,406",-84,"48,205",医薬品,東1
4521,科研製薬,"87,997","44,933","43,064","15,180","14,803",-237,"8,282",医薬品,東1
4523,エーザイ,"647,976","173,407","474,569","95,748","90,036","4,613","58,511",医薬品,東1
4524,森下仁丹,"8,563","3,885","4,678",279,364,-30,413,医薬品,東2
4526,理研ビタミン,"75,398","55,005","20,393","2,567","2,836",-294,"1,415",食料品,東2
4527,ロート製薬,"120,292","49,797","70,495","13,624","13,684",404,"8,184",医薬品,東1
4528,小野薬品工業,"145,778","28,986","116,792","37,904","40,454",-445,"24,360",医薬品,東1
4530,久光製薬,"137,794","46,787","91,007","25,937","33,494","-1,115","18,439",医薬品,東1
4531,有機合成薬品工業,"8,116","6,188","1,928",487,453,-412,207,医薬品,東1
4534,持田製薬,"86,205","29,851","56,354","14,928","15,286",-168,"9,076",医薬品,東1
4536,参天製薬,"114,416","35,385","79,031","26,733","27,780",10,"17,160",医薬品,東1
4538,扶桑薬品工業,"44,358","32,165","12,193",480,74,-67,372,医薬品,東1
4539,日本ケミファ,"28,513","12,872","15,641","2,923","2,776",-77,"1,439",医薬品,東1
4540,ツムラ,"95,450","29,946","65,504","21,233","21,783",666,"13,431",医薬品,東1
4541,日医工,"26,998","16,938","10,060","2,139","2,300",-2,"1,330",医薬品,大1
4547,キッセイ薬品工業,"64,618","22,848","41,770","7,465","8,326",-252,"4,769",医薬品,東1
4548,生化学工業,"27,082","9,749","17,333","4,617","4,770",-82,"3,270",医薬品,東1
4549,栄研化学,"27,702","16,113","11,589","2,363","2,543",-154,"1,460",医薬品,東1
4550,日水製薬,"13,389","6,500","6,889","2,476","2,858",-54,"1,615",医薬品,東1
4551,鳥居薬品,"48,717","20,540","28,177","4,153","4,338",717,"2,611",医薬品,東1
4552,日本ケミカルリサーチ,"12,845","4,214","8,631","1,089","1,005",-63,633,医薬品,大2
4554,富士製薬工業,"21,520","12,203","9,317","2,746","2,698",-373,"1,370",医薬品,JQ
4555,沢井製薬,"67,603","34,412","33,191","15,004","15,096",-167,"9,026",医薬品,東1
4556,カイノス,"4,864","3,239","1,625",217,207,-8,113,医薬品,JQ
4557,医学生物学研究所,"6,562","2,349","4,213",381,309,50,318,医薬品,JQ
4558,中京医薬品,"6,124","2,150","3,974",35,41,148,187,医薬品,JQ
4563,アンジェス　ＭＧ,444,129,315,"-1,785","-1,716",16,"-1,708",医薬品,マザ
4564,オンコセラピー・サイエンス,"6,223","4,715","1,508","1,184","1,255",20,726,医薬品,マザ
4565,そーせいグループ,862,253,609,"-1,962","-1,950",-1,"-1,954",医薬品,マザ
4569,キョーリン,"103,232","36,926","66,306","14,464","15,275",-12,"9,231",医薬品,東1
4570,免疫生物研究所,915,340,575,23,54,-9,42,医薬品,HC
4611,大日本塗料,"70,231","50,518","19,713","2,639","2,237",40,"1,417",化学,東1
4613,関西ペイント,"256,590","181,116","75,474","19,315","21,446","4,189","13,996",化学,東1
4614,トウペ,"14,920","12,462","2,458",-175,-271,-14,-143,化学,東1
4615,神東塗料,"22,011","17,264","4,747",891,973,-6,466,化学,大1
4616,川上塗料,"5,829","4,870",959,76,73,-12,54,化学,大2
4617,中国塗料,"93,560","68,705","24,855","5,474","6,040",-11,"3,067",化学,東1
4619,日本特殊塗料,"32,238","25,891","6,347",895,"1,647",385,"1,389",化学,東1
4620,藤倉化成,"51,525","37,965","13,560","1,851","1,784",256,993,化学,東1
4621,ロックペイント,"21,511","17,414","4,097",540,950,-144,414,化学,大2
4623,アサヒペン,"15,175","9,874","5,301",827,705,-185,651,化学,大2
4624,イサム塗料,"7,933","5,109","2,824",867,"1,079",-9,553,化学,大2
4625,アトミクス,"10,516","7,369","3,147",343,344,-2,139,化学,JQ
